Exporters	Imported value in 2013	Imported value in 2014	Imported value in 2015	Imported value in 2016	Imported value in 2017	Imported value in 2018	Imported value in 2019	Imported value in 2020	Imported value in 2021	Imported value in 2022	
"Brunei Darussalam"	0	3	1070	0	0	33	0	20	1	2	
"Grenada"	0	0	0	0	0	0	0	0		2	
"Uganda"	2	53	0	10	0	1	3	28	1	2	
"Nauru"	0	0	1	8	9	0	0	0	20	1	
"Azerbaijan"	0	0	0	1	0	1	0	0		1	
"Congo"	0	0	0	0	7	0	0	0		1	
"Gabon"	9	0	5	0	0	0	0	0	1	1	
"Guinea"	0	0	1	0	1	8	0	61		1	
"Jamaica"	3	2	1	0	2	74	1	4	5	1	
"Kuwait"	0	0	0	0	1	86	2	0	2	1	
"Kyrgyzstan"	0	0	0	0	1	0	0	3		1	
"Malawi"	0	0	0	0	0	0	0	1	3	1	
"Mali"	5	0	59	211	3	0	0	0	3	1	
"Mozambique"	1	1	0	3	0	0	1	0		1	
"Paraguay"	0	0	0	0	0	0	0	3	0	1	
"Saint Lucia"	0	2	1	0	0	0	0	2		1	
"Senegal"	36	45	6	3	207	1	7	4	4	1	
"Zimbabwe"	137	0	11	0	5	1	25	0		1	
"Togo"	0	0	2	0	0	0	0	3	0	1	
"Tanzania, United Republic of"	113	0	3	0	8	3	0	0	0	1	
"Marshall Islands"	0	0	0	0	0	4	1	0	2	0	
"Somalia"	0	0	0	0	0	0	0	0	0	0	
"Antigua and Barbuda"	0	33	0	1	0	0	53	0		0	
"Botswana"	0	0	0	0	0	0	0	0		0	
"Belize"	0	1	0	9	217	0	0	45	0	0	
"Dominica"	28	131	64	209	4	6	1	11	10	0	
"Palestine, State of"	41	24	57	0	1	0	0	2		0	
"Macao, China"	326	184	45	496	9	4	9	46	26	0	
"Mongolia"	13	4	0	1	0	15	0	4	3	0	
"Rwanda"	0	2	0	0	2	0	0	0		0	
"Sao Tome and Principe"	0	0	0	0	0	0	0	6	2	0	
"Syrian Arab Republic"	0	0	0	0	0	1	0	0	0	0	
"Venezuela, Bolivarian Republic of"	5	12	0	29	89	0	2	1	0	0	
"Zambia"	0	0	0	0	0	0	0	9		0	
"Chad"	2	0	0	0	0	0	0	0			
"Equatorial Guinea"	0	5	0	0	0	0	0	0	3		
"Gibraltar"	0	0	95	0	0	0	1	0			
"Bonaire, Sint Eustatius and Saba"	0	0	0	0	0	0	0	0			
"America not elsewhere specified"	0	0	0	34	0	0	9	0	0		
"Saint Pierre and Miquelon"	0	0	0	0	0	0	2	0			
"South Sudan"	0	0	0	0	0	0	0	0	1		
"Angola"	0	4	13	0	0	0	21	3			
"Bahamas"	0	0	0	0	0	0	0	0			
"Bermuda"	0	0	0	0	0	0	0	0			
"Bhutan"	0	0	18	0	0	0	0	0			
"Solomon Islands"	0	0	1	0	0	0	0	0			
"Cabo Verde"	0	0	1	0	3	0	0	0			
"Central African Republic"	0	0	1	0	0	0	0	0			
"Congo, Democratic Republic of the"	0	0	0	2	0	0	0	2			
"Cook Islands"	0	0	0	0	2	0	0	0			
"Cuba"	2	0	36	0	0	0	12	0	62		
"Benin"	0	0	0	0	0	0	0	0	0		
"Faroe Islands"	0	0	0	0	0	0	0	0			
"Fiji"	0	1	1	0	1	0	0	0			
"French Polynesia"	0	0	0	0	0	0	0	0	7		
"Djibouti"	4	0	0	0	4	1	0	0			
"Gambia"	0	8	5	4	8	172	7	21			
"Greenland"	1	0	0	25	0	0	0	0			
"Guatemala"	0	0	1	0	0	0	0	3	0		
"Guyana"	0	0	10	1	1	2	1	0			
"Haiti"	0	0	1	0	0	1	1	0	0		
"Kenya"	13	1	2	67	9	11	3	17	1		
"Lesotho"	0	0	0	1	0	0	0	0			
"Maldives"	0	0	0	0	0	8	0	0			
"Mauritania"	0	0	0	288	1	0	0	2	0		
"Curaçao"	64	16	5	11	0	3	0	0			
"Aruba"	0	0	0	0	2	0	2	0			
"New Caledonia"	0	0	0	0	0	15	0	0			
"Palau"	0	0	0	1	0	0	0	0			
"Timor-Leste"	0	0	0	11	0	1	1	0			
"Sudan"	0	0	0	7	2	0	0	0	7		
"Suriname"	0	0	0	0	0	0	0	0			
"Tajikistan"	55	0	14	0	0	4	0	9			
"Trinidad and Tobago"	0	0	0	0	73	0	18	0			
"Turks and Caicos Islands"	1	0	0	0	0	0	0	0			
"Yemen"	12	0	0	3	1	0	0	0	0		
