Exporters	Imported value in 2013	Imported value in 2014	Imported value in 2015	Imported value in 2016	Imported value in 2017	Imported value in 2018	Imported value in 2019	Imported value in 2020	Imported value in 2021	Imported value in 2022	
"World"	999362	1644070	1350181	1061809	767725	793335	715240	717117	586978	541179	
"Germany"	380263	672478	557408	383919	271731	281635	240620	269393	157424	151834	
"China"	2970	3362	7213	20922	4773	4657	7800	12963	32674	67308	
"Spain"	12799	33921	14476	10339	20638	65035	58250	52136	58996	62185	
"United States of America"	110990	124183	70240	48613	37848	37734	35877	19256	45184	47322	
"Japan"	161860	263846	260550	234382	109371	97113	105121	89571	60406	38079	
"Italy"	64631	171944	129473	115345	111647	110947	72820	78374	69309	34492	
"Czech Republic"	19190	32726	23547	14185	23036	16930	24050	24787	24464	30972	
"Poland"	1945	9082	7543	6961	5123	9495	16870	25318	28970	17284	
"France"	26463	29374	27747	29876	23032	18295	11412	9257	11909	16756	
"Malaysia"	563	991	1252	1392	1647	1642	3095	2382	438	12787	
"Austria"	76822	51089	78613	60434	27303	8595	41215	24764	16015	8794	
"Hungary"	31201	93813	48215	50260	57438	46079	35533	30917	18537	8507	
"Korea, Republic of"	6756	9563	9479	14451	20285	28549	6418	4558	4889	7172	
"Australia"	34968	18356	17500	9577	3575	7653	4648	4250	9264	6425	
"Switzerland"	15081	47630	29307	11275	4391	6283	7055	9879	5542	3952	
"Mexico"	1273	531	580	278	195	668	2734	9041	9718	3359	
"India"	495	432	2080	1821	912	2707	2448	2609	2429	3312	
"United Kingdom"	6207	15814	11360	8844	11207	13812	9340	6815	4447	2891	
"Belgium"	3286	9988	7656	3065	3629	4448	3347	3090	2654	2805	
"Sweden"	15774	24254	13096	13917	15023	11468	9427	8740	3660	2540	
"Türkiye"	26	49	3	99	618	1729	392	1300	1874	1872	
"Slovenia"	6	92	72	580	640	785	1102	694	885	1710	
"Netherlands"	5632	12090	7790	3756	864	7611	2967	5012	6306	1563	
"Taipei, Chinese"	1698	2253	6518	1566	1684	2876	3806	6796	2139	1309	
"Macedonia, North"	164	2630	3259	3288	1180	98	129	197	198	1301	
"Canada"	2287	1827	940	1263	408	93	544	2080	1413	1187	
"South Africa"	2389	1895	1384	1710	3166	13	16	256	49	972	
"Korea, Democratic People's Republic of"	0	0	0	0	0	0	0	0		504	
"Brazil"	339	774	1819	1344	961	343	1614	2050		475	
"Croatia"	0	60	0	1	0	165	501	617	1337	397	
"Denmark"	16	24	93	312	114	70	225	300	44	239	
"Russian Federation"	5244	1677	3521	2133	1442	374	481	6042	3520	202	
"Thailand"	142	5	11	276	268	1276	545	144	173	196	
"Singapore"	141	5	134	33	62	141	270	20	11	135	
"Slovakia"	154	735	319	2	127	17	56	35	22	60	
"Finland"	1486	210	594	194	54	25	173	52		56	
"Indonesia"	2	0	0	4	3	10	1	55	1524	56	
"Philippines"	2438	0	0	0	5	0	2	0	24	35	
"Romania"	6	46	0	0	27	3	1	199	1	35	
"Area Nes"	32	15	33	2	12	114	207	110	69	33	
"Bulgaria"	0	0	0	3	1512	1647	1710	1293	8	30	
"Viet Nam"	0	0	24	0	3	0	0	25		15	
"Serbia"	0	0	0	0	159	0	22	0		7	
"United Arab Emirates"	5	10	0	0	9	0	0	0		5	
"Hong Kong, China"	1195	4889	6114	4527	111	8	531	2		4	
"Argentina"	17	304	28	3	17	2	631	4		2	
"Peru"	0	0	0	0	0	0	0	0		2	
"Cambodia"	0	0	0	0	0	0	0	0		0	
"Sri Lanka"	0	0	0	0	0	0	0	30		0	
"Kazakhstan"	14	0	0	1	2	0	0	0		0	
"Saudi Arabia"	44	0	0	0	0	0	0	0		0	
"Algeria"	0	0	0	0	0	6	0	0			
"Bahrain"	0	1	1	0	0	0	0	0			
"Bosnia and Herzegovina"	0	0	0	0	4	0	0	0			
"Belarus"	0	0	0	2	0	1	0	3			
"Chile"	0	0	1	0	0	829	0	6	309		
"Congo, Democratic Republic of the"	0	0	0	0	14	0	0	0			
"Ecuador"	0	0	0	0	0	90	0	0			
"Estonia"	0	7	1	0	0	0	0	0			
"Georgia"	0	0	0	0	0	16	0	0			
"Greece"	0	0	0	0	15	0	0	0			
"Iran, Islamic Republic of"	1	0	0	0	1	0	4	0			
"Ireland"	0	0	0	0	0	0	4	0			
"Israel"	0	0	0	80	54	65	648	1613	111		
"Jordan"	0	0	0	20	0	0	0	0			
"Kenya"	0	0	7	1	0	0	0	0			
"Kyrgyzstan"	4	4	0	0	0	0	0	0			
"Lesotho"	0	0	0	0	0	59	0	0			
"Lithuania"	42	9	3	2	0	3	0	0	0		
"Luxembourg"	1732	0	0	0	1304	933	405	79			
"Morocco"	0	0	7	0	0	0	0	0			
"Mozambique"	0	0	0	0	0	0	0	0	6		
"Namibia"	0	0	59	0	0	0	0	0			
"New Zealand"	53	55	105	46	63	0	1	2	3		
"Nigeria"	0	0	0	0	16	0	0	0			
"Norway"	190	110	5	703	0	109	165	1	20		
"Pakistan"	0	0	1	0	0	0	0	0			
"Portugal"	0	2	0	0	0	0	0	0	1		
"Tunisia"	0	0	0	0	0	0	0	0	0		
"Ukraine"	323	907	0	0	2	82	7	0			
"Egypt"	0	0	0	0	0	0	0	0	1		
"Uzbekistan"	0	8	0	0	0	0	0	0			
"Venezuela, Bolivarian Republic of"	0	0	0	2	0	0	0	0			
"Zambia"	0	0	0	0	0	0	0	0			
