Exporters	Imported value in 2012	Imported value in 2013	Imported value in 2014	Imported value in 2015	Imported value in 2016	Imported value in 2017	Imported value in 2018	Imported value in 2019	Imported value in 2020	Imported value in 2021	
"World"	272067	258691	329264	451465	489722	1062605	1256963	769962	312197	240631	
"United States of America"	77023	137839	185186	173608	222895	162790	158858	90230	78595	42536	
"China"	44438	16921	16704	34644	13490	28132	32895	33053	26630	31557	
"Qatar"	0	0	46	0	0	0	0	0	0	29835	
"Italy"	24579	5077	16368	10974	38549	26796	38779	16862	20197	26256	
"Egypt"	1254	7598	6154	1624	653	1410	6129	7022	8276	24123	
"United Arab Emirates"	994	1702	3187	1805	3743	13724	23642	11290	3822	13873	
"Germany"	21445	10394	7976	24867	7162	13089	9110	19377	9450	11495	
"Mexico"	737	0	56	40	4749	14107	98784	80572	12669	10455	
"Spain"	19464	2671	44317	160915	97401	276191	357459	189772	10453	7522	
"Yemen"	0	0	402	0	0	0	0	5	434	6120	
"Austria"	19103	19059	2063	0	516	3794	21207	246217	87342	6079	
"France"	8903	255	1165	115	4029	18061	1125	3911	8442	5956	
"Kuwait"	86	0	0	0	0	0	287	36	27	3296	
"Romania"	34	3693	2551	2320	0	28	177	163	182	2262	
"Ukraine"	0	0	0	343	0	8423	4168	3845	9979	1877	
"Netherlands"	23361	11993	11546	7578	16478	11230	1152	2316	1699	1869	
"United Kingdom"	6978	16566	5591	9963	7054	4562	2727	5342	4100	1867	
"Ireland"	0	0	0	0	0	56	388	626	5	1552	
"Taipei, Chinese"	0	0	0	778	2338	213	36	70	1458	1399	
"Thailand"	0	0	78	0	30	69	107	449	438	1324	
"Sudan"	2296	609	1819	77	0	0	0	0	291	916	
"Japan"	892	0	154	0	0	0	52	4	697	705	
"Norway"	104	76	0	1202	647	454	75	31	3	681	
"Singapore"	29	338	0	0	0	1387	4252	5308	1564	596	
"Djibouti"	0	0	0	1064	0	0	623	830	0	583	
"Poland"	0	37	31	443	37701	454328	480437	41411	1254	528	
"Bulgaria"	0	0	0	0	212	540	248	394	612	524	
"Czech Republic"	0	0	7082	86	31	0	332	312	444	512	
"Hungary"	0	189	29	79	0	0	33	232	212	491	
"Canada"	11834	13874	5637	427	681	472	467	25	3079	461	
"Jordan"	0	0	107	843	4551	0	882	168	6962	389	
"Belgium"	61	29	115	2579	33	747	62	225	1089	355	
"India"	156	483	358	1006	1794	515	655	1763	363	354	
"Bahrain"	0	0	148	0	379	0	1088	86	106	319	
"Denmark"	233	0	0	0	8139	9503	85	182	76	268	
"Australia"	568	238	1891	5758	432	985	262	116	81	250	
"Portugal"	0	0	0	0	0	0	0	5	50	185	
"South Africa"	6192	6041	2554	1159	1735	1050	341	1370	593	154	
"Luxembourg"	0	0	0	0	0	52	0	0	100	148	
"Korea, Republic of"	144	331	0	0	0	174	120	36	977	142	
"Switzerland"	77	599	190	0	156	406	37	623	677	136	
"Slovakia"	103	0	541	891	0	0	0	42	16	118	
"Slovenia"	0	0	0	0	0	0	0	375	3	117	
"Finland"	497	437	578	201	0	1014	279	60	1429	102	
"Sweden"	0	0	0	0	0	0	435	81	113	93	
"Russian Federation"	0	0	0	0	0	0	0	0	914	37	
"Indonesia"	0	0	73	0	0	0	13	4	0	35	
"Brazil"	0	230	2063	2182	7357	1016	3095	25	131	33	
"Area Nes"	0	0	0	1102	1689	2029	0	913	0	27	
"Malaysia"	0	0	0	335	525	135	111	42	124	27	
"Croatia"	0	0	0	0	0	0	51	0	4	17	
"Bosnia and Herzegovina"	0	0	0	0	0	0	0	0	0	13	
"Oman"	112	0	0	0	0	0	4	8	67	13	
"Ghana"	0	0	0	0	0	0	0	0	0	11	
"New Zealand"	0	0	0	0	0	0	0	34	4	8	
"Hong Kong, China"	0	0	0	0	0	0	20	0	0	6	
"Morocco"	0	0	0	0	0	0	0	3	28	6	
"Colombia"	0	0	0	0	0	0	0	0	0	5	
"Greece"	0	0	0	0	0	0	0	17	28	4	
"Nigeria"	0	0	0	0	0	0	0	0	0	4	
"Andorra"	0	0	0	0	0	0	0	0	0	1	
"Latvia"	0	0	0	0	0	0	0	0	0	1	
"Lithuania"	0	0	0	0	0	0	0	3	0	1	
"Pakistan"	0	0	0	0	0	0	0	0	0	1	
"Europe Othr. Nes"	134	203	145	0	0	0	127	0	247		
"Somalia"	0	0	0	0	0	0	0	0	843		
"South Sudan"	0	0	0	0	0	0	3	0	0		
"Barbados"	0	0	0	0	0	0	0	3	0		
"Eritrea"	0	0	0	0	0	0	19	0	0		
"Iran, Islamic Republic of"	39	0	0	0	0	0	0	0	0		
"Iraq"	0	0	0	0	1389	1584	0	0	0		
"Kenya"	0	0	0	0	0	0	1488	1660	1639		
"Lebanon"	0	0	0	0	0	0	0	32	0		
"Mongolia"	0	0	0	0	0	0	16	0	0		
"Nepal"	0	0	0	0	0	0	0	0	13		
"Aruba"	165	0	0	0	0	0	0	0	0		
"Viet Nam"	0	0	0	0	819	52	0	97	0		
"Togo"	0	0	0	0	0	0	2755	0	0		
"Türkiye"	31	1207	2269	2454	2363	3488	1467	2285	3167		
"Tanzania, United Republic of"	0	0	89	0	0	0	0	0	0		
