Exporters	Imported value in 2013	Imported value in 2014	Imported value in 2015	Imported value in 2016	Imported value in 2017	Imported value in 2018	Imported value in 2019	Imported value in 2020	Imported value in 2021	Imported value in 2022	
"World"	1559478	1248805	1241074	996663	1066135	1197478	1143003	932063	1827067	1822116	
"China"	352035	372786	465917	317401	294045	307864	328848	275854	823770	753432	
"Germany"	120302	90224	81998	91152	92759	114480	117054	71776	126749	172645	
"Japan"	138012	81107	93283	75659	65143	55718	56439	48638	73497	115851	
"Belgium"	68654	45692	35084	20634	26254	34790	40584	23853	47865	72336	
"India"	113212	54842	30979	26162	55744	35739	31805	32528	65160	70536	
"Sweden"	68445	66095	64932	44570	47711	57901	50967	27668	47442	61948	
"Brazil"	35021	23871	20504	29899	27871	52340	52592	50921	86775	59803	
"France"	42965	35262	30404	29595	38240	45262	41836	29230	43409	51539	
"Taipei, Chinese"	28950	22425	33478	18877	18567	31542	33033	29902	21656	50358	
"Indonesia"	985	367	631	1627	5198	6104	6162	11152	34840	34325	
"Finland"	12919	7150	6450	6252	10240	13941	14165	10664	29775	32477	
"Italy"	20888	19676	17510	15585	18786	29616	23681	21344	28831	30511	
"Austria"	14407	10283	15866	11130	14982	23291	22808	15769	24654	29825	
"Zambia"	18454	27195	12238	11861	16994	21166	18497	10833	21169	26174	
"New Caledonia"	36755	38804	35599	36890	33861	30272	13732	17173	24323	25848	
"Korea, Republic of"	84628	45810	42813	39818	42871	35246	32974	27726	30569	25323	
"Russian Federation"	8195	8304	4487	5175	14478	13205	31183	24018	8235	19232	
"Malaysia"	24151	22048	21326	22199	35980	39750	33838	22949	16533	16136	
"Netherlands"	52659	23333	16714	19976	26080	19783	25422	14977	19971	15815	
"Spain"	27278	22153	29800	33076	24286	17969	17582	26743	31271	15808	
"Australia"	4644	3309	2744	4709	2028	2692	1448	1337	1040	15165	
"Canada"	1596	1729	1910	5406	6145	6745	6570	7047	9194	11258	
"United Kingdom"	22180	11383	16393	14830	16715	31553	30379	29489	4172	10743	
"Botswana"	11051	9043	4836	5781	6918	7160	7250	3436	7755	9122	
"Macedonia, North"	0	0	0	0	0	25117	9245	0	26	7570	
"United States of America"	25687	14326	14774	12555	9739	11186	7857	2945	19837	7085	
"Singapore"	3213	3285	1799	1998	1880	3153	2927	1744	1262	6872	
"Hong Kong, China"	1898	1104	2361	1603	1124	269	9182	2948	5478	6310	
"Denmark"	78	126	111	169	57	587	94	664	867	5654	
"Zimbabwe"	5352	9144	14770	1523	4946	25305	7971	4087	5269	5488	
"Dominican Republic"	0	0	0	12650	18622	25286	3443	0		4695	
