Exporters	Imported value in 2013	Imported value in 2014	Imported value in 2015	Imported value in 2016	Imported value in 2017	Imported value in 2018	Imported value in 2019	Imported value in 2020	Imported value in 2021	Imported value in 2022	
"World"	4886	6073	7647	13461	7035	7929	10250	10555	7604	3923	
"Switzerland"	404	488	1166	1832	442	40	1306	2529	1611	1412	
"Italy"	1807	2592	2817	7045	597	3932	2994	3409	1189	771	
"Germany"	2048	1535	2653	2750	3187	2546	2288	3294	2400	731	
"United States of America"	34	534	150	1005	1357	569	456	290	310	605	
"Australia"	0	0	0	0	0	0	496	684	66	187	
"United Kingdom"	41	33	13	470	92	27	0	0	0	70	
"New Zealand"	18	2	55	34	156	89	104	59	93	53	
"China"	3	0	68	3	23	25	101	15	21	22	
"Japan"	1	0	5	0	2	0	0	19	121	16	
"Austria"	228	235	511	0	598	154	835	27	1532	15	
"Czech Republic"	29	32	45	185	202	153	94	77	93	13	
"Taipei, Chinese"	4	1	2	2	8	119	146	4	108	9	
"Brazil"	0	0	1	2	109	29	7	0	0	7	
"Nepal"	0	7	0	0	8	0	41	7	5	7	
"Sweden"	0	0	0	3	0	1	1	1	2	3	
"Hungary"	0	0	0	0	0	0	0	2	2	0	
"Korea, Republic of"	0	3	76	0	1	0	0	2	0	0	
"India"	0	0	0	0	0	0	0	0		0	
"South Africa"	0	0	0	0	0	0	0	4	0	0	
"Spain"	165	346	59	106	2	29	1	0		0	
"Belgium"	0	0	0	0	0	146	0	0			
"Canada"	0	0	1	1	0	0	1	0	0		
"Denmark"	0	0	0	0	0	0	0	0			
"Finland"	0	0	0	0	49	64	21	6	0		
"France"	0	2	0	1	0	0	0	14			
"Georgia"	0	0	0	0	0	0	0	0			
"Ghana"	0	0	0	0	0	0	0	0			
"Hong Kong, China"	0	0	0	0	0	0	3	0			
"Malaysia"	1	8	0	0	0	0	0	0			
"Netherlands"	0	0	0	0	0	0	0	0	8		
"Norway"	0	0	0	0	0	0	0	0	0		
"Poland"	0	0	0	0	0	0	0	0			
"Portugal"	0	0	0	0	0	7	0	0			
"Russian Federation"	9	251	13	0	198	0	1355	0	44		
"Serbia"	0	0	1	0	0	0	0	112			
"Türkiye"	46	4	12	21	3	0	1	0			
"Ukraine"	49	0	0	0	0	0	0	0			
